text,span1,label
"Sir : On Saturday you published an advertisement for the 10 extra pages of news and features that you , The Independent , will carry from 2 October .","[5, 6]",0
Then she dried her eyes on the hem of her petticoat and went slowly back to the house .,"[2, 3]",0
"Therefore it was Adam 's duty to come home and face the music , even though this might be no more than a short blast on a tin whistle .","[10, 11]",1
Failure to exercise one 's rights may be morally neutral ; failure to carry out one 's duties is not .,"[13, 14]",0
"Today , Sartre 's voluntarism is to some extent returning to favour as the result of a desire to retrieve the categories of agency and the subject , which goes together with the wish to get out of the apparently totalizing systems of Adorno , Althusser or Foucault .","[35, 36]",1
"Property : Houses that are going , going , gone : Fed up with trying to sell , more people are auctioning their home instead .","[21, 22]",0
"Yeah , I mean personally .","[3, 4]",0
"I mean I think er , when your blood pressure was found out and you 'd been taking tablets ever , so , I think it 's kept it all under control and you 've , you , we eat a sensible diet .","[24, 25]",0
"Unlike Lukács ' insignificant event from which the universal is precariously drawn out through the narrative , Sartre 's singularity works synecdochally in a conventional antinomy with the universal , the relation between the two structured according to the familiar nineteenth-century model of organic growth or process in which each singular event makes up the whole while , as he puts it , ‘ the whole is entirely present in the part as its present meaning and as its destiny ’ .","[20, 21]",1
"It was this group that radioed the warning of Operation Blue , the attack on Stalingrad that led to Hitler 's biggest wartime disaster on the Russian Front . ’","[17, 18]",1
"He was a sensible and capable boy , an eldest child , so he moved closer , trying not to breathe , and stood steadfastly looking until he was confident of what he had seen : a body , must be a girl because it was wearing a skirt , lying face down , head towards the bottom of the embankment as if she had dived off the top .","[23, 24]",0
That approach would seek to knock out a keystone of Civil Service tradition .,"[5, 6]",1
Alexander saw her coming towards him .,"[1, 2]",0
‘ Put your head close so that I can whisper .,"[1, 2]",0
"They fell asleep in the early hours of the morning , holding hands .","[1, 2]",1
"Hanged like a chicken by his neck , in town . ’","[0, 1]",0
"Until 1990 , remarkably little interaction had taken place between the ‘ hard science ’ and the social science communities on global monitoring and prediction .","[7, 8]",0
The gas is trapped in well-insulated houses and is produced by the decay of uranium in rocks and soil ; thus it has been measured at high concentrations in parts of Cornwall and Devon .,"[9, 10]",0
With two-dimensional representations such as maps it remains important to avoid too much homogeneity and provide substructure in the form of main roads and key buildings or other features such as rivers .,"[10, 11]",1
Then he stood up and quickly began to dress .,"[8, 9]",0
The emphasis on ‘ crime ’ and the ‘ criminal acts ’ of the rioters in the official responses to the 1985 riots took a general and a specific form .,"[23, 24]",1
"For a man whom Rebecca West , a contemporary Balkan observer , called ‘ repulsive ’ and ‘ treacherous ’ for deserting his Serbian son-in-law , King Alexander , in the First World War , it is a sepia-tinted view of history .","[12, 13]",0
"There are always accusations of piracy and copy-catting , though they ca n't usually be substantiated .","[15, 16]",0
As you always still continue to tell them yes you do .,"[6, 7]",0
Given time available to train new staff it is not necessary to keep more than a nucleus in that particular expertise .,"[12, 13]",1
Back room stage so small the performers have to rest their mike stands on the floor in front .,"[12, 13]",0
"‘ The crux of our argument is that we do n't need to have toxic wastes and the fact that plants like Rechem exist , providing easy options for companies , is acting as a disincentive for companies to clean up . ’","[39, 40]",1
"the rain came down and the floods came up and the house on the rocks slid down , but the foolish man built his house upon the sand , the foolish man built his house upon the sand , the foolish man built his house upon the sand and the rain came tumbling down","[7, 8]",0
It will work,"[2, 3]",1
"Mr Goodson , who became interested in the sonar capacity of dolphins after hearing one while swimming off the Welsh coast , has experimented with various shapes of sound reflectors .","[23, 24]",1
"If the PNC Declaration of Independence constituted a major landmark in this process , the time has come to embark on another major step , that of declaring the setting up of a state or government structure .","[29, 30]",1
So they took it,"[2, 3]",1
The solid uncooperative bundle was surprisingly heavy ; it was like trying to manoeuvre a firm and rather smelly poultice .,"[13, 14]",1
"The White Paper goes on to emphasize : ‘ It is the loss of liberty involved in carrying out the terms of the order rather than the activities carried out during the order which is the punishment ’ ( p. 18 , para. 4.4 ) .","[3, 4]",1
He went on to quote the response that had been received from editors :,"[10, 11]",0
The old man says this without rancour .,"[3, 4]",0
"The Iznik pottery from Turkey dating from the fifteenth and sixteenth century explodes with colour on more sophisticated white grounds ; Iznik is now highly sought after by Turkish yuppies and prices run from £2,000 or so to £15,000 .","[5, 6]",0
The coordination of competing party bodies was carried out with surprising ease .,"[7, 8]",0
At some point Rufus himself had taken the things out of the fridge and left the door open to defrost it .,"[19, 20]",0
She thought she knew the cause of this mood and in a way she was glad to see it .,"[1, 2]",0
When she moves the .,"[2, 3]",0
"John of Marmoutier 's life of Geoffrey le Bel offers a glimpse of how strong bonds were created between the prince and his followers within the household , and how a high level of training was maintained at all times .","[36, 37]",1
His personal preference for sculling over rowing assisted the introduction of quadruple sculls to world championship and Olympic competition .,"[7, 8]",1
"He expected his father to rise and say something about that being no way to speak to one 's wife or not in front of the child , he was capable of that .","[5, 6]",1
I believed I was the first anthropologist in France to understand what this means .,"[10, 11]",0
The authors were asked to review the current state of the art in their fields with particular reference to the likely requirements of the future policy issues agenda in terms of the demands that they make on geographic information management .,"[35, 36]",1
With busy pomposity Lewis dictated it to a typist and would have gone on and on had he not been diplomatically restrained .,"[21, 22]",1
Oh yeah ?,"[1, 2]",0
"Margaret Spear , in a different study from the one reported in this volume , found that for identical work boys were marked higher than girls for supposed understanding of principles , aptitude for science and O level suitability ( Spear , 1984 ) .","[10, 11]",0
"The encounter he now saw as an omen , a shadow cast by a coming event .","[4, 5]",1
"So Lewis did not say , even to himself , when he was privately considering trying to get hold of his son in Tenerife , that he disliked Adam and would have been pleased to spoil his holiday .","[14, 15]",1
Before you hit the blank wall you turn to your left .,"[2, 3]",1
Because the group had known her and her children for some time they agreed to ‘ have a go ’ and the placement went ahead .,"[4, 5]",0
The Indian Mexico raped and abused by the conquistador yet bearing his bastard child .,"[10, 11]",1
You were saying,"[2, 3]",0
"The club owners , the casinos , and the multinational bookmakers knew which professional gamblers successfully played games that contained an element of skill — such as backgammon and poker- and they preferred to have nothing to do with them ; ideally , the house welcomed inexperienced , rich idiots .","[11, 12]",1
"Won it in the raffle gon na have a drop in our tea , warm us up !","[14, 15]",0
"I could have gone with it , giving myself four blissful miles of upland walking followed by as many miserable hours of fruitless searching for return transport to East Kielder Farm .","[15, 16]",1
Well there 's two different wholes are n't there ? chop toast you can chop either that way or that way,"[10, 11]",0
you do n't know anybody that 's getting married do you ?,"[7, 8]",0
"hang about , you see what it says here oh you do n't play that one , just the something for you to write underneath , I thought it was complicated","[13, 14]",0
"She had known him since he was a very small five-year-old , perched like a mosquito on one of the placid beginners ' ponies , so she told the class to carry on walking their ponies while she came to him .","[38, 39]",0
"They propose a national radiological spatial information system and , in a pilot project in Cumbria , have integrated several layers of data within ARC/INFO to show what this might involve ( Fig. 10.2 ) .","[30, 31]",0
"‘ It 's important you understand the background , ’ said Sorge , not allowing the American to get under his skin .","[5, 6]",0
In fact yesterday we said I wonder if he 's got a new car or whether he 's got visitors .,"[18, 19]",1
They argued that existing maps and digitized files from them are unable to meet these needs at global or regional scale and only remote sensing could help in the short term : the availability of stereometric data from the French SPOT satellite has already led to proposals for automated creation of global digital elevation models with a spatial ( XY ) resolution of about 30 m ( Muller 1989 ) .,"[3, 4]",0
Have you rung the doctor ?,"[2, 3]",0
"After the next change in dynasty , Thierry and Philip of Alsace strengthened their shaky claim to the comital position by attaining for themselves the prestige attached to being the outstanding crusaders of their generation .","[12, 13]",1
"Equally , the ‘ signposting ’ role now being adopted by UNEP 's GRID project — which is expected to offer on-line access to a catalogue of environmental data sets and details of the responsible agencies in 1991 — is to be welcomed .","[20, 21]",0
"First , the pupils , teachers and practitioners of science are overwhelmingly male in terms of numbers ; second , school science is packaged and presented to appeal to boys , not girls ; third , classroom behaviours and interaction operate to reconstruct science as a male activity , and finally it has been suggested that ‘ scientific ’ thinking embodies an intrinsically masculine world view .","[23, 24]",1
‘ They wo n't plan to supply the US market from imports .,"[4, 5]",1
"They also exert a fascination very much of their own as they slither round circuses and brush through old city gates , flashing arcs of lightning as they switch tracks on winter nights .","[28, 29]",0
These influences laid the foundations for the blend of the naive and the sophisticated which is the hallmark of Thomson 's maturity .,"[7, 8]",1
The light inside the binnacle glossed his black,"[5, 6]",1
"In short , they are seriously at risk of committing further offences and becoming trapped in the revolving door of custody .","[9, 10]",1
Vast overlapping planes of brickwork are modelled with careful set-backs and subtle bands of detail .,"[6, 7]",0
"His successful bid was for £190,000 although he had made a higher prior offer which had been turned down .","[9, 10]",1
"Right , right , would you like to sort of start getting yourselves into the other room .","[6, 7]",0
"The struggle reflects a revolution in mass consciousness , by which people have come to realise that ideas and aspirations must be embodied in manifest acts if reality is to be changed .","[13, 14]",1
"Using equipment donated by Racal , the scientists have analysed recordings of the ‘ clicking ’ dolphins make while hunting .","[2, 3]",1
But at least when this bloke comes tonight you 've got something for him .,"[6, 7]",0
He seemed uneasy .,"[1, 2]",0
Looking at those lists provides interesting reading and bears out the used-car trade 's view that having a lead-only car could prove to be a liability .,"[21, 22]",0
‘ Do you want to be found washed up on the seashore with a few vital bits missing ?,"[17, 18]",0
"I can , you know I do n't know , if I go over there now to and I said please show me this no , I 'm not !","[8, 9]",0
"In 1987 , aluminium melted in the furnace , reacted with water and exploded , sending a black cloud over nearby houses .","[15, 16]",1
Frederica listened attentively ; went on and signed the Visitors ' Book .,"[1, 2]",0
"This might include data on morbidity and mortality , uptake of preventative medicine , service use and availability , at both primary and hospital level .","[2, 3]",1
Parliament urged to think again on housing issue : .,"[1, 2]",1
Opting for science will permit and possibly reinforce emotional reticence .,"[4, 5]",1
"The assumption that all groups in the ‘ not-men ’ class are identical with each other is so firmly rooted that , as we shall see in the fourth section , it is readily assumed even by modern libertarian thinkers that showing that , for example , some ground for distinguishing between men and women is false or irrelevant , immediately commits us to the view that the same ground is irrelevant in distinguishing men from children .","[41, 42]",1
She holds her hat on her head with one hand .,"[1, 2]",0
But the hatred they aroused meant that they were liable to be brutally slaughtered if captured afterwards .,"[15, 16]",0
"My Dress Hangs There ( 1939 ) ( Fig. 10 ) is one of the artist ’ s most formally adventurous works , mixing photographic collage with paint to produce a critique of North American culture .","[29, 30]",1
"Berg was also an agent of the Office of Strategic Services , which was later to give birth to the CIA .","[16, 17]",1
Dress not only covers and decorates the body but instils in the wearer its own characteristic strengths and weaknesses .,"[3, 4]",0
Biological ( or physiological ) explanations are based on the notion that some individuals are predisposed to criminal behaviour because of their genetic make-up .,"[7, 8]",1
"Joe and I mean I come a long way and they said he told them I wan na pop in Friday morning before we go He was surprised He said well I were n't surprised , I said but er you know I want a name yeah well , he just said well I ca n't he ca n't fault me on anything .","[5, 6]",1
"I do not say , either , that these rights and duties should be tied into one package , that if a young person wants to assume any of them , he must assume them all .","[14, 15]",1
Murder is committed in those situations where D caused death by an act or omission which he knew had death as the probable or highly probable result .,"[17, 18]",0
"Metaphor lay coiled in the name sunflower , which not only turned towards but resembled the sun , the source of light .","[11, 12]",0
But enough light came from the landing on to which the door opened to silhouette the man standing there .,"[12, 13]",0
I mean I 'm not saying he 's alcoholic but he goes out with the lads and he you know he 'll he 'll sort of thud up the stairs .,"[19, 20]",0
The DDI 's smile disappeared .,"[4, 5]",1
She went on to list her daughter 's achievements : ‘ She put in an irritation system …,"[4, 5]",0
The Exec Director did n't want his dirty washing wrung out in front of this Russian .,"[8, 9]",1
I used to I used to live in Stockport,"[1, 2]",0
"Furthermore , it highlights the suitability of referring to this type of project for testing out the appropriateness of applying the notion of punishment to probation practice .","[19, 20]",1
"But I 'd er , I 'd you know the way they 've , the way they 've got it now I do n't , I do n't know .","[18, 19]",1
I mean she was in Park Hospital for so long and then she was transferred to a nursing home in Thornton .,"[14, 15]",0
"It can momentarily blunt a thirst , but not altogether cut it .","[10, 11]",1
Yes but they all say that,"[4, 5]",0
"If the dinosaur did , after all , live on dry land , then the long neck could have usefully functioned to allow the animal to browse the high foliage of trees ( see p. 116 ) .","[8, 9]",0
"You know , I ca n't stay for a week in silence .","[6, 7]",1
He had to collect the cattle and make sure that every boma was contributing his fair share .,"[13, 14]",0
Oh I do n't think I do n't think I want to go .,"[4, 5]",0
"In Glasgow he had picked up many of the skills that a more highly-born politician might have acquired in the Oxford Union or at the Bar , but skills that were very different in appearance .","[4, 5]",1
The authors examine both near-surface sites and deep repositories ( which use more restricted population criteria and allow offshore locations to enter ) .,"[21, 22]",0
"Or they may have been hunters after larger prey , in which case when appendages are eventually discovered they may prove to have adaptations for grasping and manipulating larger food .","[17, 18]",0
"He sat back and let the DDA give a full report , including the trip to the voodoo ceremony and all that followed .","[7, 8]",1
See they got they 're head down all the time .,"[0, 1]",0
"For example , lack of discipline in the home , genetic defects , poverty , mixing with the ‘ wrong sort ’ have all been proposed as causes of criminality .","[15, 16]",1
"Dalgliesh doubted whether that half-imagined recoil had anything to do with him personally , nor did he find her silence disconcerting .","[17, 18]",1
"He chewed his thumbnail as he walked , out of long experience keeping in mind the highest priorities : Ensure Body Not Moved and Ensure Next of Kin Notified before the Press got the story .","[6, 7]",0
Rhind 's chapter on environmental monitoring and prediction discusses the role of geographic information management in promoting sustainable development on a global scale in the context of the issues identified in the Brundtland report .,"[29, 30]",1
Mr Kinnock said it was wrong to propose a fundamental change in the voting system for a short-term tactical vote to get rid of the Thatcher Government .,"[7, 8]",0
Come on !,"[0, 1]",1
"There is a temptation to make these final diagrams very large , but often it is more useful to separate into small units with cross-referencing .","[19, 20]",1
"The opera , like Gershwin 's Porgy and Bess the following year , used an all-Black cast and the staging and choreography gave it a British connection since it was by Frederick Ashton .","[13, 14]",1
If you go now there 'll be nobody there !,"[2, 3]",0
"( I , 817 — 18 ) Sartre arrives at what he calls ‘ the real problem of History ’ , that is how there can be totalization without a totalizer , only at the very end of Volume I. It is not until the next volume , however , that he intends to show how individual actions , separate multiplicities , make up ‘ one human history , with one truth and one intelligibility ’ ( I , 69 ) .","[62, 63]",1
"If , for instance , we wish to model the dispersal of a plume of toxic gas resulting from a chemical explosion , assess its possible impact on human health and evaluate likely evacuation scenarios of the population at risk we would require , for example , a knowledge of atmospheric dispersion models , epidemiology and population distribution .","[17, 18]",0
Baker ( 1984 ) suggests that four kinds of shortcoming emerge when checklists are validated in the real situation .,"[10, 11]",1
"The user tells the analyst what the problems are , and the analyst decides , at least in broad terms , what the user requires .","[24, 25]",0
The problem arises in connection with section 99 which adapts or applies the provisions to cases where an individual rather than the local authority wishes to make the complaint .,"[9, 10]",1
"Ay , I I 've I 've said that to them I said well you might have , if I take to work you 'll certainly hear some they said well if that 's common usage words that 's what it has to be and words that we never use at all that are in dictionaries and nobody ever uses them , they want to know common ordinary speech words that we use .","[7, 8]",0
"It is simple enough for him to show that a boxing match takes place within a general totality of ‘ boxing ’ , which is itself only ever present in any individual incarnation , for as a game each match is both an individual bout and something conducted according to general rules and a specific social tradition .","[12, 13]",1
How much ‘ independence ’ do you suppose a person has who exists on the no-fixed-abode Giro of £34.90 a week ?,"[12, 13]",0
My present house model leaves at the end of the month and there are plenty of girls who would jump at the chance . ’,"[19, 20]",1
"It mostly seems to involve producing food for animals to eat , whose excrement is then collected to assist the growth of more food for animals .","[2, 3]",0
AN INCOMING Labour government would turn large areas of Whitehall upside down — but the party 's policy review barely considers the implications of its plans for restructuring government departments .,"[5, 6]",1
Georgina was nodding agreement .,"[2, 3]",0
In our country to exchange gifts does not mean the same thing .,"[8, 9]",1
"About 230 people attended the conference , held in April 1985 .","[3, 4]",0
"one woman , sorry , that literally ran away from us .","[7, 8]",0
"They begged Rytasha for reimbursement , but none was forthcoming , and for the want of a few hundred pounds the village lost its crop for the year .","[22, 23]",1
"More than that , it seems highly likely that the social science aspects of environmental problems will underpin the actions of governments and international agencies .","[5, 6]",0
"He straightened up and came over , directing his question at Delaney .","[4, 5]",0
"At the end of what she reckoned must be an hour , she faced the fact that he was not coming .","[6, 7]",1
"Punters would n't go , go for it .","[5, 6]",1
Just give me a week to have in here .,"[1, 2]",1
"He come in Saturday , not that he , we 've heard all that before , said that you can get give it a good wash and squeeze it back , that I ca n't put one on now , give me a ring when you 're done","[40, 41]",1
"This boat was called Dream Baby , and she was clearly an expensive infant for rods and whip-aerials and outriggers splayed from her upperworks like the antennae of some outlandish insect .","[3, 4]",1
"More disturbingly , in The Mask ( 1945 ) ( Fig. 7 ) , she throws doubt on too straightforward a reading of her self-portraits as revealing of her inner emotions .","[15, 16]",1
"If , for instance , the concentrations of certain trace gases ( see above ) continue to increase , it has been predicted that the earth 's surface temperature will increase by an amount comparable to that since the last major phase of the most recent glaciation ( about 18 000 years BP ) — though there is some dispute about the magnitude of the likely change .","[30, 31]",0
"The plaque was unadorned , the letters deeply carved in an elegant script reminiscent of Eric Gill , and Dalgliesh remembered his aunt telling him that it had been placed there by previous owners in the late twenties , when the cottage was originally extended .","[44, 45]",0
Is it worth sacrificing the long-term future of Britain 's biggest stateowned industry to make political capital in the run-up to the next election ?,"[3, 4]",1
Or : ‘ Cruising and playing the radio With no particular place to go . ’,"[13, 14]",0
But the vaporous presences that float through this slender and anaemic first novel by a notable poet would appear to support the claim .,"[5, 6]",1
You are a good model and you suited me very well .,"[7, 8]",1
", they 'll go down now look , you watch !","[9, 10]",0
"Ellen ignored my advice while I , obedient to the rule that if a job needed doing then do it without delay , found a pot of white paint and dug through the locker for a clean brush .","[15, 16]",0
"Wall Street has been hitting new peaks this week too , which has given support to the London market ( and even Japan 's Nikkei index , in a typically erratic period , has gained nearly 800 points while London added its 245 ) but London has real strengths of its own .","[34, 35]",1
"He stood , door in hand , checked by something in the way his visitors , a man and a woman , were standing .","[1, 2]",0
"In both features she is also seen to embody a wider set of assumptions about Mexico itself ; exotic , passionate , yet constantly struggling against pain and deceit .","[6, 7]",1
‘ Was it taken down by a policeman ? ’,"[3, 4]",1
Yet they are saved from sentimentality by the wry humour of both text and pictures .,"[3, 4]",1
He quoted the Second Vatican Council : ‘ The task of giving an authentic interpretation of the Word of God … has been entrusted to the living teachting office of the Church alone .,"[26, 27]",0
"‘ You all know me , ’ says Paddy , and a fat lady with good timing says , ‘ I do n't know you .","[7, 8]",0
"He sees childhood as a fairly modern invention designed to fit adult rather than children 's needs , and an oppressive invention at that .","[8, 9]",1
"The United Nations Disaster Relief Organization ( UNDRO ) has produced a classification of disasters , derived on the basis of case data ( Table 10.1 ) .","[10, 11]",0
"I mean , you think about all this I mean a load of crap when they have larders and all that !","[4, 5]",0
It 's women have to go out and deal with it . ’,"[5, 6]",0
"Deep carpet covered the floors and the stairs swept up to the showrooms and the warren of workrooms beyond , and though the window drapes and furnishings were ever-so-slightly faded , as if they had seen better days , they were of the finest silks and velvets and every corner was swept , polished and cleaned daily so that no single speck of dust , let alone a cobweb , dared show itself .","[71, 72]",1
Is that how you feel ?,"[4, 5]",1
"Noting that formula] and anticipating the relationship formula] to be derived in Section 5.7 , we get the following formula for the force formula] , where c is the velocity of light .","[0, 1]",0
There you go .,"[2, 3]",1
‘ You said they were out of the country .,"[2, 3]",0
"But , without other changes , the result is likely to be a ‘ society of barricaded self-defence , and a steady erosion of civil liberties ’ .","[16, 17]",1
"The dressing gown had proved to be a long , stylish , ankle-length duster coat which was loosely woven from a delicate white cotton .","[1, 2]",0
"The largest scale intervention was the VISTA programme , which consisted of women scientists and technologists visiting schools to talk to children about an aspect of their jobs already being covered in the school science syllabus .","[19, 20]",0
It also makes for regular changes as staff retire and are replaced .,"[2, 3]",1
"They ought to have pocketed three points in the first half-hour but Tony Adams , a more threatening centre-forward on his forays than the current Alan Smith , missed the target with two headers and David Rocastle let Dave Beasant save a penalty , much as the stretch-version keeper had done for Wimbledon in the 1988 FA Cup final .","[4, 5]",1
"He saw a blue loincloth , flat breasts , purple sea with coral tracings lying flatly on it .","[14, 15]",1
"After that we would go to Tahiti , and I saw the excitement grow in Ellen as she realised that these plans were so close to coming true .","[26, 27]",1
Thomson came from a generation of American composers which had to find its own way without benefit of university patronage .,"[11, 12]",1
"Here 's us , heading for trouble and God knows what else , and in the middle of you talking about Nordhausen , I start thinking of Peter .","[24, 25]",0
"Their problem seems to be not one of the inability to choose goals or to form strategies for achieving them , but an incorrigible propensity to choose the wrong ones and an awesome efficiency in achieving them unless adults intervene .","[35, 36]",0
"This time the pause was almost eloquent , then he gave a richly contagious laugh .","[10, 11]",1
"To name an object is to suppress three-quarters of the enjoyment of the poem , which is created by the gradual pleasure of apprehending it .","[6, 7]",1
"You and the bloody telly , he sat there with the ashtray in his hand and all bloody ash is falling out the bottom !","[20, 21]",0
"Now , Alan Janes 's play matches the well-loved songs with equally well-loved dialogue in a K-Tel Golden Greats collection of Dramatists ' Reliables .","[6, 7]",1
"Finally , after the third month passed with no rent received , Debbie phoned the tenants , asked them to pay her directly , and sent Landlords a recorded-delivery letter , which was returned , and finally one by ordinary post stating that Landlords were no longer employed as the managing agents .","[50, 51]",0
We catch sight of a small plane circling the mountain .,"[7, 8]",0
Got it ?,"[0, 1]",1
"So I thought well in case I ca n't get them anywhere else the market and he said well we 'll have one from here , twelve ninety nine .","[9, 10]",0
"There is evidence that girls tend to be socialized into adult roles more through their potential of becoming a mother and housewife than through their career ( Douvan and Adelson , 1966 ) .","[8, 9]",0
You could n't show me something,"[3, 4]",0
"And I said , well I 'll put it back in the fridge and she said no , she said take it home she said","[19, 20]",0
"When it came time for him to be knighted by Henry I in Rouen , he set off for Normandy with a crowd of these young men about him .","[2, 3]",1
"So far they have received nothing from the Government , little EC assistance and are running out of funds donated by individuals and industry .","[19, 20]",1
A party meeting was to be held on the following Monday and the Whips were making preparation for a vote to be taken .,"[9, 10]",1
I think she thinks she 's got some milk now .,"[1, 2]",0
"Yet the logic of the definition suggested that it would benefit especially kings , whose competence to declare war could not be impugned : thus Thibaud of Blois failed to persuade the monks of Marmoutier that they owed him service when he fought against Louis VI ; they claimed discretion in the matter ; and in 1184 , the mighty Philip of Alsace hesitated to commit to battle the army he had summoned against Philip Augustus , through fear that its ranks might melt away .","[63, 64]",0
"Or that my mind , which I consider intelligent and creative , is occupied only with sex , violence and car engines ?","[13, 14]",1
"Putting it as politely as he can , Mr Tyson said the whole affair ‘ encouraged ’ him to return to paid employment .","[0, 1]",1
"At this point Sartre confronts the possibility that the whole project of the Critique , stated so confidently on its very first page — ‘ it must be proved that a negation of a negation can be an affirmation ’ ( I , 15 ) — may break down .","[15, 16]",0
The DDI changed the subject .,"[2, 3]",1
But I saw no other way out : I did n't know if I would ever have a chance again . ’,"[2, 3]",1
"We get smoke from the steel works across the valley , but we know what that is and we 're not afraid of it . ’","[13, 14]",0
Oh right yeah well I was so worn out,"[7, 8]",1
"‘ The results exceeded our expectations , ’ said Mr Goodson .","[3, 4]",0
"Although that is the position in law , the court emphasised that as a matter of commonsense a tenant should first complain to the landlord before exercising the right to prosecute .","[26, 27]",1
"But I did n't look , I did n't stop , it was raining so bad Thursday morning and windy that I I went to the market , I cut straight through and went up and Di went to get the paper then he went .","[33, 34]",0
"Oh come on Christopher come and sometimes it in the right panel , that 's the right panel there and then it goes in the left hand and then it goes to the right hand and then it goes to the left then right , the left , the right , left , right , left , confusing , but it 's that hand to start with","[4, 5]",0
"A hissing , We gas escaping , ending with a funny little squeak .","[5, 6]",1
"No that 's right really , I mean if you do n't know the area you do n't know which road to take on the islands .","[22, 23]",1
"Rufus took her £40 off her by the reception desk , having set in train the arrangements by which she would be admitted to a fashionable West End clinic , with Rufus , her surgery and her hospitalization ultimately paid for by some provident association to which she and her husband subscribed .","[12, 13]",1
"After half a mile he decided to turn off the embankment and walk up the side of the next field and along the path at the top of it , following the horses whom he could still see in the distance .","[7, 8]",0
How much ‘ independence ’ do you suppose a person has who exists on the no-fixed-abode Giro of £34.90 a week ?,"[7, 8]",0
"Sometimes , too , houses have to be sold by auction to satisfy the legal requirements of trustees or executors ( auctions provide adequate proof that the property has been sold at the going market value , and protect trustees from future claims of negligence ) .","[22, 23]",0
Punters often try to avoid paying .,"[4, 5]",1
I know why Gordon .,"[1, 2]",0
"Dislocated from its political context , it hangs like a piñata above the teeming streets of the city ; decorative yet potentially explosive .","[7, 8]",1
This article challenges the conceptual and practical appropriateness of applying the notion of punishment to the probation context .,"[2, 3]",1
"That 's the way I feel , am I not allowed ?","[5, 6]",1
"We shall , therefore , introduce a number of alternative formulations .","[5, 6]",1
In 1911 Steel-Maitland invited Blumenfeld of the Daily Express to Central Office for a two-way exchange of ideas and advice .,"[3, 4]",0
"Because , mum how long are we staying at Jo 's ?","[2, 3]",0
"Their value in battle , as shields behind which the knights could shelter before they launched their charge , ensured their continued employment by those who could afford them — notably Henry II of England .","[15, 16]",1
Not a bloody cos I did n't hear him !,"[7, 8]",0
"They , they would love him I mean one of them it was annoying really cos Terry 's just not pulling his weight .","[13, 14]",0
I know what I 've done .,"[1, 2]",0
"Among the rich and famous who had come to the salon to have their hair cut , tinted and set , Paula recognised Dusty Springfield , the pop singer , her eyes big and sooty , her lips pearly pink , and was unable to suppress the thrill of excitement which ran through her .","[45, 46]",1
"But when the day had dragged to evening — in spite of all there was to do the time now passed slowly — and still there was no sign of the two men , she began to lose hope .","[5, 6]",1
"The metaphor is apt , as Palestinians regard themselves as engaging in a process of giving birth to their independent Palestinian state .","[7, 8]",1
"John McLeish was in his office , Saturday or no Saturday , telling himself he needed to catch up on the paperwork .","[12, 13]",0
"The money ran out before the scheme 's completion , and the villagers found themselves obliged to borrow the rest .","[13, 14]",1
In a statement afterwards Dr Runcie stressed that he was not proposing any change in the British constitution .,"[6, 7]",1
Labour hopes to transform the situation by increasing the number of A-levels to five for the brighter youngsters and providing grants for four-year training courses ( two years in a Further Education college followed by two with an employer ) for the rest .,"[33, 34]",1
"I found it was possible with Paradise to talk about individual and personal responsibility , something which if set in a contemporary context would have had a preachy feel about it . ’","[1, 2]",1
"What I , where I gon na go ?","[7, 8]",0
"Peter Yeo , who knew him in this over-candid , over-emphatic mood , decided to prod gently .","[15, 16]",1
It is through her emergence as a cult painter of the feminist movement of the 1970s that her current reputation has evolved .,"[21, 22]",1
Got ta get moving .,"[3, 4]",1
In 1912 ordinary subscriptions still brought in only £12000 a year and it proved difficult to raise them to anything like what was needed .,"[16, 17]",1
‘ What exactly would that mean ? ’,"[5, 6]",1
"Only thus , only by pretending unreality , pretending this was a part he acted , could he go on , cross the wild , shaggy grass , go past the black-branched cedar tree , arrive at the porch set in its four Doric columns and insert his key in the lock .","[28, 29]",0
"In general the value of formal routines is precisely that the operator , left to himself , will not normally function in such a systematic sequential manner .","[13, 14]",1
"Her dark , grey-streaked hair , which she wore in a long bob , had been cut by Vidal Sassoon and she wore a beautifully tailored black suit relieved only by a little white flounce at the neckline .","[25, 26]",0
"And then there 's gon na be silly things like walks , you know and","[10, 11]",0
"so he 's killing himself laughing I I 've got to tell you Ron , I 've been taping he said I do n't give a monkeys you tape what , he said let them all hear , they 'll all be able to pass it round !","[44, 45]",1
"It was providing 27,500 training places ( often in conjunction with the Manpower Services Commission ) : some 2,500 buildings were being improved ; estate action aimed to tackle run down housing ; and a large number of new ‘ partnerships ’ ( which some might see as subsidies , or discredited regional grants , in a new guise ) were in operation , in an effort to bring private investment to run-down urban areas .","[51, 52]",1
"DOZENS more East German refugees arrived outside the West German embassy yesterday seeking asylum and passage to the West , including some who missed by only a few minutes a train that took more than 800 of their compatriots to West Germany .","[12, 13]",0
Although the papers referred to her as the Peace Mother she had not been active in the Peace People .,"[3, 4]",1
He hugged her ; kissed her cheek .,"[1, 2]",0
"Although the policy review will be endorsed by the conference , giving Neil Kinnock the freedom to go on to the offensive against the Conservatives in the run-up to the next general election , there are a number of areas of potential conflict .","[6, 7]",1
Can you imagine a woman trying to get two men into bed so she could watch them ? ’,"[7, 8]",0
"Some integrated services emerged in the early 1980s — one playscheme was developed through a parent 's initiative , and an integrated adventure playground was established by a voluntary organisation .","[1, 2]",0
