text,span1,label
"All these transactions were secret , for there would be little use in keeping a paper alive if it were known to be owned by a political party .","[13, 14]",0
Share the total of fives,"[0, 1]",1
"In August 1911 the diehard peers used language as violent as any that Law was to use later , and in the crucial decision on the House of Lords Law sided with the hedgers rather than the ditchers .","[4, 5]",0
"The potential benefits to insurance companies , engineers and planners are clear .","[4, 5]",0
"‘ I wanted to say , you see , that I know you thought Frannie should n't have gone , and that it 's ruined your holiday plans , and , on behalf of us all , I 'm sorry .","[26, 27]",0
PRINCE CHARLES is jolly good at opening things .,"[6, 7]",1
"However , this fails to acknowledge a fundamental axiom of social work practice ; namely that language not only reflects but also shapes social reality .","[22, 23]",1
"It may be clipped classical , random cottage , modern high-tech , or some intensely personal vision of Byzantium , that no one has ever imagined before , but which exists in your head and wants to get out .","[14, 15]",0
"There is an argument that treason is a more serious offence , since it strikes at the very foundations of the State and its social organizations , but treason is so rare that it is surely permissible to treat homicide as the most serious form of crime .","[31, 32]",1
"Shops like greengrocers and chippies , with pitiful cash takings , were routinely subjected to armed robberies with shotguns , balaclavas — the whole bit .","[9, 10]",0
She was looking at er lights in Sainsbury 's the other day .,"[7, 8]",0
"Other British towns , Croydon and Southampton among them , are also considering modern tramways .","[14, 15]",0
Health needs to develop and alter . ’,"[1, 2]",0
Those who are still in a state to require being taken care of by others must be protected against their own actions as well as against external injury .,"[17, 18]",0
Even the most popular of girls soon discovered that in this highly competitive world where models vied with one another for the most glamorous jobs and the wealthiest and best-looking men there was far more bitchiness than in the provinces — and Paula was far from popular .,"[6, 7]",0
I 'm supposed to wash up are n't I ?,"[2, 3]",0
"one woman , sorry , that literally ran away from us .","[7, 8]",0
"But this is a plot development — the plot development — and , if it involves turning a couple of Aled Jones types into Oliver Reeds , why let logic get in the way ?","[8, 9]",1
It plays a key role in keeping city streets on the move and is even the object of the best modern designers ' desire .,"[16, 17]",0
And I suppose I better get er Carl 's birthday card while I 'm at it .,"[4, 5]",0
"It was Paula 's job to show samples , parading slowly up and down in front of the clients as they sat on the elegant spindle-leg chairs taking in every detail of the garments with a critical and practised eye .","[38, 39]",1
"Two days later , Clare 's mind was unexpectedly diverted from her personal problems — no job , no man — when the CND office telephoned to ask her for voluntary evening help : they were organizing another protest after a nuclear accident .","[41, 42]",0
But inside she was bubbling with excitement .,"[4, 5]",1
"One idea about the life habits of the dinosaur giants , published in Joc and Colette at the Natural History Museum in 1935","[9, 10]",1
Reactions to the riots have concentrated on a number of key variables that are said to characterize the localities in which the riots have occurred .,"[24, 25]",0
"Something that linked them , was a reminder of how they had got there .","[12, 13]",1
"First , attention should be drawn to the new directive from the Department of Health to regional and district health authorities to review the health of the population .","[27, 28]",0
"A fountain of blood at first pours from his chest , but soon subsides become a steady trickle .","[1, 2]",1
"A fourth approach , adopted by English law until 1957 and still in force in many American jurisdictions , is some form of felony-murder rule : anyone who kills during the course of a felony ( or , more restrictively , a serious crime of violence ) or whilst resisting arrest should be convicted of murder .","[17, 18]",0
"When the introductions were complete , the Exec Director , the DDA , the DDI , Sorge and Nowak settled themselves round the small conference table .","[11, 12]",0
"He looked , in this setting , a little like some painter .","[1, 2]",0
"I think everything on this erm , machine is to do with food , do n't you ?","[1, 2]",0
"The less immediately attractive parts of science could be approached through these interests , for instance teaching ‘ forces ’ by beginning with the action of muscles in the human arm , and ‘ light ’ via the dissection of a bull 's eye .","[1, 2]",0
"Although many deaths arise from natural causes , and many others from illnesses and diseases , each year sees a large number of deaths caused by ‘ accidents ’ , and also a number caused by acts or omissions which amount to some form of homicide in English law .","[43, 44]",1
"He come in Saturday , not that he , we 've heard all that before , said that you can get give it a good wash and squeeze it back , that I ca n't put one on now , give me a ring when you 're done","[29, 30]",1
Perhaps a bit longer .,"[2, 3]",0
"While Elle , Vogue and subsequently The Independent ( Fig. 5 ) , stressed different facets of Kahlo 's public persona , they all shared the emphasis on ‘ her ’ , as an encapsulisation of stereotypical images of Mexico , rather than her work .","[37, 38]",1
I have quite a few contacts — people who knew me when I was designing for Carnega — and they have been very encouraging .,"[5, 6]",1
Aunt Margaret is coming at ten . ’,"[1, 2]",0
It does not matter whether or not DRG makes sellotape or Basildon Bond — it 's of no consequence to anybody if somebody else makes them . ’,"[9, 10]",0
"The mandatory penalty does indeed serve to mark out murder from other crimes , but whether the definition of murder is sufficiently refined to capture the worst killings , and only the worst killings , remains to be discussed below .","[35, 36]",1
The third section looks at the faltering progress towards integrated services .,"[3, 4]",1
He became Robert of Jerusalem to his contemporaries ; his deeds were recorded in the Song of Antioch ; his pious bravery totally expunged the memory of Robert the Frisian 's usurpation ; and after his death his son Baldwin VII harped on his father 's achievement to justify his substantial use of coercion against the enemies of the church .,"[23, 24]",1
Phase 2 of the RIMNET scheme will be completed by the end of 1991 when between 80 and 90 monitoring sites will have been established .,"[4, 5]",0
Go on .,"[0, 1]",1
"In contrast to his sisters , Anthony was over-clad , a bundle of leggings , jumper and a padded jacket topped with a woollen helmet with a bobble pulled well down over his forehead , beneath which he surveyed their busyness , unsmiling , like a stout imperious Caesar .","[1, 2]",1
"So do the Chinese press statements asserting that Hong Kong is ‘ entirely a business between China and Britain ’ and should not be discussed , formally or informally , at any international forum .","[24, 25]",1
Losing was one thing but to lose as spinelessly as the Welsh XV did to Bridgend on Saturday was to add insult to severely injured pride .,"[17, 18]",0
The beginnings are to be found in the diehard campaign against the Parliament Bill .,"[9, 10]",1
"David Blunkett , another member of the national executive , told a conference fringe rally organised by the soft-left Labour Coordinating Committee that Labour would have to find additional funds for its social programme by cutting £9.5bn from defence spending over five years , and raising the level of taxation on the rich .","[13, 14]",1
"Keller was made a Steward of Henley Royal Regatta in 1976 , a time when the proliferation of new six-lane , still-water courses around the world , which had emerged under his guidance , seemed a threat to the regatta founded in 1829 .","[0, 1]",0
PUB ROCK / Pint-sized rock ‘ n ’ rollers : Jim White selects the best of the London pub venues and gigs in the weeks ahead,"[1, 2]",0
"Instead , for a number of reasons , it proved to be a key step in the development of the debate about integration in Islington .","[14, 15]",1
The first section provides an overview of provision and services in 1983 .,"[3, 4]",1
None of them had been the kind of people who could have imagined devotion to a pet animal or according to it funerary rites .,"[17, 18]",0
But perhaps he does n't want to change till cos she 'll,"[1, 2]",0
"Oh dear , they ca n't get the stuff up the stairs dear !","[11, 12]",0
He said : ‘ I had wondered whether a piece so drenched in Anglican chant ( running from Gilbert and Sullivan to Morning Prayer and back ) could rise and sail . ’,"[11, 12]",1
"People had been shocked , by numbers as well as by gratuitous death itself , as people will be , and Mrs Maguire 's sister and a friend had founded the Peace People , whose brave beginning and sad end will not be chronicled here .","[6, 7]",0
"Lives in the next village , believe it or not .","[3, 4]",0
"I like them like that because what I tend to do with so I like them that big because then I can cut them up into sticks , stick them in the fridge , then if I feel like being naughty not ever so naughty because I 'm nibbling at carrots rather than a packet of crisps or something .","[26, 27]",1
They picked up power from a spider 's web of unsightly overhead wires .,"[8, 9]",1
"I like to be alone under the careless profusion of the stars , and alone on a moon-glossed sea .","[7, 8]",1
"And something else ; something he saw as the curtain tore away and he looked into the depths of the unbelievable face above him , fractionally dulled his reflexes .","[17, 18]",1
"Ellen ignored my advice while I , obedient to the rule that if a job needed doing then do it without delay , found a pot of white paint and dug through the locker for a clean brush .","[30, 31]",1
"However , when he poses the question of whether his method could work as well for the class struggle as for the boxing match , Sartre admits that he finds it impossible to answer and returns instead to the much easier case of sub-groups .","[23, 24]",0
Long was supported by the bulk of the English county members but by few of the party 's men of talent .,"[10, 11]",1
"Not only are the most disadvantaged on the receiving end of most crime , argues Harrison , they also have to put up with the heaviest police presence .","[25, 26]",1
"After that we would go to Tahiti , and I saw the excitement grow in Ellen as she realised that these plans were so close to coming true .","[26, 27]",1
"In case of a dispute you can complain to the professional body , and members are bonded , which means that deposits and rent are covered in case of fraud or dishonesty . ’","[14, 15]",1
"The simple answer is that Chelsea are in a false position and Arsenal , on this evidence , slightly jaded champions .","[10, 11]",1
"Thus stated , there is no reference to the defendant 's intention or awareness of the risks : the fact that D has chosen to commit rape , robbery , or another serious offence , and has caused death thereby , is held to constitute sufficient moral grounds for placing the killing in the highest category .","[42, 43]",1
"Where such arguments did not fit in with the overarching themes of race , violence and disorder , and social deprivation they were either sidelined or pushed into the sub-clauses of official reports .","[26, 27]",1
"His speech , however , came aftera 24-4 vote in the national executive to oppose a proportional representation motion which will be debated on Thursday .","[6, 7]",0
Leinster face an uphill task .,"[4, 5]",0
"Here , where the Scottish border ran across the Cheviot Hills , far from civilisation , ‘ reiving ’ , or cattle-thieving , was a way of life .","[9, 10]",0
She 'd already bought the bloody card !,"[5, 6]",1
"He was scragged by Mike Budd , Jeremy Cooper came away with the ball , Owain Williams acted as the link , and Kevin Ellis scored : three back-row forwards and their scrum-half in perfect harmony .","[7, 8]",0
She holds her hat on her head with one hand .,"[3, 4]",0
"It was raining intermittently all the time they were in the cemetery , the pines bowing and shivering in the wind .","[15, 16]",1
I think I 'm looking forward to a normal day honey,"[5, 6]",1
"Anyway , there I was , going up this endless corridor , thinking what to do about the mother , who blamed herself — wi' reason mind you , she was one of those soft suckering witch-women , but that made it worse , not better — and there was th' trolley wi' the dead girl on it , sliding by me — sheet right over , porters in those soft theatre boots and floppy plastic bathcaps — and when they 'd got past me and were turning i n't door , the first one looked at me from under his plastic frills like , with my own face .","[12, 13]",0
"I wished that Ellen and Rickie would go to their beds , for the soft mutter of their voices was an intrusion on the dark and star-studded infinity through which I steered Wavebreaker .","[14, 15]",1
You need to sort of stop and talk when you have food .,"[5, 6]",1
"His plans in ruins , he is now reduced , Micawber-like , to hoping something will turn up before his players face the All Blacks in five short weeks .","[1, 2]",1
Key variables such as the quality of staff at any level and the current morale are only expressible in general verbal descriptive terms .,"[21, 22]",0
To each side of the hearth was a high-backed wicker armchair in an intricate closely woven design fitted with patchwork cushions .,"[14, 15]",0
"Faced , however , with the catastrophic increase in unemployment and the need to occupy large numbers of workless people without directly employing them ( which would have run counter to the economic doctrine which had led to the redundancy of many of them in the first place ) , the Government poured money into any ‘ voluntary ’ agency willing to put in a bid for government-funded cheap labour .","[39, 40]",0
A sudden gust of rain dashed against the red bricks that were already stained in patches by water .,"[2, 3]",0
"It 's not anyhow , I mean , it 's alright living longer if you , if you , if you 've got all your faculties .","[22, 23]",1
"The divergence was sharpened by the application of a theoretical distinction , the fruit of Augustinian theology , amplified as the century went on by canon and Roman law reference ; princes pronounced their campaigns just wars ( fought against aggressors with the aim of re-establishing peace ) or public wars ( declared by a competent authority in the public interest ) , while they condemned the wars of lesser men as infractions of the peace .","[43, 44]",1
His tone was abject .,"[3, 4]",0
"It was made clear that all of the above areas needed funding from health , education and social services before they could be implemented .","[3, 4]",1
Small but perfectly formed for pub rocking ( ie sweaty and restricted view from all but the front three rows ) .,"[9, 10]",1
"The yellow chair , besides being brushstrokes and pigment , besides being a yellow chair , was one of twelve bought for a company of artists who were to inhabit the Yellow House , the white walls of which should blaze with sunflowers as the windows of Gothic cathedrals blazed with coloured light .","[29, 30]",0
If one manages to find the simplest method at the first attempt that can mostly be attributed to good luck .,"[2, 3]",1
Delaying subject choice : Britain is unusual in asking pupils to make crucial choices about subject options in the 13–16 age range .,"[16, 17]",0
"In Halton Borough , Cheshire , for instance , there are 13 notifiable installations , with over 20 000 people living within the defined ‘ consultation zones ’ ( Petts 1988 ) .","[4, 5]",0
The FT-SE failed to hold its gains yesterday but shortly after opening it was only six points away from last September 's previous record closing level .,"[17, 18]",1
"It was within this kind of environment that chivalry flourished , that young men learned to identify , their vassalage towards their lord as a symbol of their honour , that they debated the relative merits of Roland 's and Oliver 's way of displaying loyalty ; and that they learned the finer points of jousting .","[44, 45]",1
"Her ‘ Mexicanness ’ has become a stylistic gloss , decorative , colourful , pretty , even individualistic .","[2, 3]",0
"We are spending £4 billion on cleansing the Mersey Basin alone , and the Thames now has the cleanest metropolitan estuary in the world .","[10, 11]",0
"Francis Morgan , by contrast , was dark , almost black-haired , sallow-skinned , with bright brown eyes .","[1, 2]",0
"Her dark , grey-streaked hair , which she wore in a long bob , had been cut by Vidal Sassoon and she wore a beautifully tailored black suit relieved only by a little white flounce at the neckline .","[11, 12]",0
"Local people mutter and march , make speeches and throw things ; staff face sarcasm in nearby pubs ; and for years there have been demands for a public inquiry .","[2, 3]",0
The question is whether all killings in which the defendant is aware of the risk of death are sufficiently serious to warrant the term ‘ murder ’ .,"[19, 20]",1
To increase knowledge about alcohol so that future alcohol use can be more informed and therefore more prudent .,"[1, 2]",1
"WHESSOE saw pre-tax profit rise to £4.78 million , from £3.55 million , on sales of £58 million down from £100 million .","[1, 2]",1
"In a desperately competitive climate , where anyone bright and competent could go down the road and pick up a better paid job with kinder hours and more congenial working conditions from someone like British Telecom , the railways ran a service dependent on people who belonged to a narrow and inbred working culture , with outdated procedures of training and promotion , and an institutional reliance on overtime working , whose wholly disgraceful dimensions are symbolised by the fact that maximum weekly hours were only recently cut to 72 hours a week .","[76, 77]",1
"Turnover was held at £228.6million , an rise of about £2million , by the earlier contribution from tyre distribution and the US replacement .","[0, 1]",0
"At a time when the Home Secretary is inviting the Probation Service to ‘ move centre stage in the Criminal Justice System ’ ( NACRO , 1990 , p. 17 ) it may seem misguided and unnecessarily pedantic to take issue with the White Paper 's notion of punishment .","[8, 9]",1
"All was linked to the sense of a new departure , a "" new style "" , a "" new regime in politics "" and a new team at the helm : as well as a new leader , the party had by the middle of 1912 a new Chief Whip , Party Chairman , party treasurer , principal agent , press adviser , and an almost entirely new team of Whips and organizers .","[30, 31]",1
"So Lewis did not say , even to himself , when he was privately considering trying to get hold of his son in Tenerife , that he disliked Adam and would have been pleased to spoil his holiday .","[14, 15]",1
‘ Who cares ?,"[2, 3]",0
"Well , leave it up to me , I 'll see what I can get I 'll get for the party .","[2, 3]",1
Not the way you stuff your cake in your mouth like that .,"[2, 3]",1
"That aside , the last year has brought little respite from their own , very personal , crisis .","[17, 18]",1
The one which is pointed erm straight ahead .,"[4, 5]",1
"Remoteness is still the keynote of this region , but a Charlton reiving party would be hard put to it these days to work up a good gallop along the upper reaches of the North Tyne River .","[27, 28]",0
"Drinks exercises introduce the notion of measurement , concentration of alcohol content ; information which will be necessary to carry out the recording of alcohol consumption throughout the duration of the course ( p. 3 ) .","[2, 3]",1
‘ Tomorrow it will be ready .,"[5, 6]",0
"There are other things he has , on his own admission , not fully investigated , like the value of the DRG properties , or which part of the DRG business he would keep after the break up .","[33, 34]",1
"The masts may seem unsightly to those unused to them , but I am sure it is simply a matter of getting accustomed .","[19, 20]",0
"Presumably the justification is that D has already crossed a high moral/social threshold in choosing to commit such a serious offence , and should therefore be held liable for whatever consequences ensue , however unforeseeable they may be .","[14, 15]",0
Where are the TV westerns of yesteryear ?,"[3, 4]",0
She 's started ?,"[2, 3]",0
"Take along a prosperous adviser on all shopping sprees , demonstrate a high degree of trust and strong reliance in what they say and you may have unexpected protection should the seller go out of business and the goods fall to pieces .","[32, 33]",0
To proceed from the reconstruction to an assessment of probable life habits two different but complementary approaches are used .,"[18, 19]",0
"Hattersley had suggested that the riots were a ‘ direct product ’ of high levels of youth unemployment , and a furious debate ensued in both Parliament and the media about this assertion .","[9, 10]",1
"Oh you rotten old pig , you 've been sick .","[3, 4]",1
It is difficult to decide when you are an outsider what the business is like .,"[14, 15]",0
"Not sure of the music policy , but the name sounds like the ingredients of a takeaway from a less salubrious Chinese .","[19, 20]",1
The FT-SE failed to hold its gains yesterday but shortly after opening it was only six points away from last September 's previous record closing level .,"[1, 2]",0
"They lost over £4,000 dealing with two letting agencies which closed down without paying them the rent and tenants ' deposit owed on their Wembley flat .","[4, 5]",1
"There is a danger in reading back from this figure another stereotype , similar to the Pavlovian ‘ drug addiction/inner city ’ assumed link .","[18, 19]",0
"Echoes of the signal alert them to possible prey , at ranges up to 80–90 metres in shallow waters .","[8, 9]",0
To increase knowledge about alcohol so that future alcohol use can be more informed and therefore more prudent .,"[17, 18]",0
Labour ‘ would keep tight rein on spending ’,"[3, 4]",1
The conference made the following recommendations :,"[2, 3]",1
"He watched his aunt and Miss Williams wordlessly consult each other , but knew his aunt would do as she was told ; successful solicitor though she was , she was ten years younger than Miss Williams and , as she complained , totally intimidated by her as she had not been by anyone since her late headmistress .","[24, 25]",1
"This large data set , to which grid references have now been added , comprises information about nearly 40 000 individuals .","[14, 15]",0
mammogram thing for the hospital .,"[1, 2]",1
Right on top of him and it turned round and smacked,"[2, 3]",0
The only department which explicitly escapes unscathed is the one which Conservatives would most like to abolish : the Department of Energy .,"[5, 6]",1
"Why do n't you just take a case of it , one of those cases home , one of the empty empty cases ?","[7, 8]",0
"Ask banks , building societies , former landlords , present and past employers .","[0, 1]",1
"Now Holt and Harris both have many wise , enlightened and humane observations to make about some of the injustices which we inflict upon children , but as these remarks show , putting them right without inflicting equally grave injustice is no easy matter .","[42, 43]",0
"The feet of the sauropod are small ( relatively speaking ! ) , with short , stubby toes , yet animals that walk on soft mud tend to have spreading feet to distribute their weight more evenly .","[32, 33]",0
"By the 1950s , The Ridges was the criminal ghetto of Newcastle , and by the 1970s a costly council manicure job had turned it into a free-fire zone .","[18, 19]",1
"In Halton Borough , Cheshire , for instance , there are 13 notifiable installations , with over 20 000 people living within the defined ‘ consultation zones ’ ( Petts 1988 ) .","[7, 8]",0
"The only government support so far has been a recommendation by the Rural Development Commission , part of the Department of the Environment , to establish a pilot scheme .","[16, 17]",1
"But yeah , he told them !","[1, 2]",0
Many commented on lack of information about the range of facilities on offer .,"[8, 9]",1
"In the UK only a handful of county emergency planning departments ( Cumbria , for instance ) have built up resource databases in digital form and this needs to be promoted .","[10, 11]",0
"This strategy marks a structure of repetition in Sartre 's text : each time he poses the question of how there can be totalization of History without a totalizer , he retreats to a more limited example whose unity is already evident , but which in the end only brings him back to the original question again .","[2, 3]",1
"During the 1985 riots and their immediate aftermath , the imagery of ‘ race ’ was used by sections of the press without the sense of ambiguity which could still be found in 1980–1 .","[21, 22]",0
It 's a lot in this in n it ?,"[3, 4]",0
"The number of such cartoons is so small that , set against the insults to women broadcast by every newsagent and television channel , only a loony masculist would object to them .","[7, 8]",0
"Thus , to understand some local and many regional , national and continental and all global environmental events , we need to have a global perspective and hold global databases ( Rhind and Mounsey 1989 ; Mounsey and Tomlinson 1988 ) .","[28, 29]",0
By COLIN HUGHES and COLIN BROWN,"[4, 5]",0
"In an earlier than expected Commercial Court judgment , Mr Justice Saville found that the members had not produced enough evidence of irregularities in the ‘ LMX spiral ’ , which sends catastrophe risks swirling round the market to stop the usual process of calling on cash deposits to make good syndicate losses .","[22, 23]",1
"All in all , Bobby Robson must have found it about as fruitful as a day trying to get in touch with Brian Clough .","[16, 17]",0
"When , at last , he stripped off his clothes and came into her , it was as if this was the moment to which all her life had been leading .","[30, 31]",1
Such a promise would be the only hope of a breakthrough for the disenfranchised voters and would have them flocking to the polls for Mr Kinnock .,"[19, 20]",0
He rejects charges that he was partly responsible for the ‘ casino atmosphere ’ that gripped US corporate life in the early 1980s .,"[16, 17]",0
Again Law succeeded by unorthodoxy ; he was quick to grasp the essentials of an opponent 's argument and quite prepared to be rude or direct if the situation demanded it .,"[20, 21]",0
perhaps the Truth of History can not be proved ; its direction can not be discerned .,"[0, 1]",0
Nemesis had still come down like the wolf on the fold .,"[7, 8]",1
"Because we do not have the legs preserved , it is not possible to see how the mouth appendages functioned in feeding , and neither are the stomach contents preserved .","[18, 19]",0
"Since many kinds of trilobites co-existed at any one time they were probably occupying different ecological niches , behaving in different ways , corresponding with the wide variation in shape that they show .","[26, 27]",1
"The only government support so far has been a recommendation by the Rural Development Commission , part of the Department of the Environment , to establish a pilot scheme .","[12, 13]",0
"Even so , the All Blacks , who include seven capped players , will give today 's opponents due respect .","[18, 19]",0
"The market yield , a historic 4¾ p.c. , could return back above 5 p.c. , therefore giving basic-rate taxpayers a real return with the prospect of real growth too .","[10, 11]",1
"Dr Maurice Slevin , a consultant physician at the department of medical oncology at St Bartholomew 's Hospital , London , said the chances of a woman being alive and well four years after such treatment were at least 75 per cent .","[5, 6]",0
"The Iznik pottery from Turkey dating from the fifteenth and sixteenth century explodes with colour on more sophisticated white grounds ; Iznik is now highly sought after by Turkish yuppies and prices run from £2,000 or so to £15,000 .","[12, 13]",1
"Similar questions , when asked of boys , tend to produce banal responses or exploitative ones , for example the parent is seen as the source of money .","[22, 23]",1
"‘ Is Frick one of these guys ? ’ asked the DDA , remembering the name picked up by Adam in New Orleans .","[2, 3]",0
"The environmental systems are effectively regarded as machines whose workings can all be discovered , described in differential equation form and whose future activities can thus be predicted in detail if their initial states are known .","[33, 34]",0
It might also be argued that the mandatory life sentence makes a substantial contribution to public safety .,"[4, 5]",0
"And of course , this time of year , it 's perfect flying weather ! ’","[5, 6]",0
"Eventually these persons might have to face up to period of crisis , of self-examination , and so achieve ego-identity by route C. However , foreclosure does offer an escape route and an individual might postpone indefinitely any real self-examination by clinging rigidly to his or her beliefs and values ( route D ) .","[49, 50]",1
"But I did kick the drug , Mr Breakspear , and it was probably the hardest damned thing I ever did in all my life .","[3, 4]",1
"That when women are given the vote it follows that children should be given it too is no argument at all , but a version of it occurs in modern debates over the justice or injustice of Mill 's famous disclaimer in his essay On Liberty .","[10, 11]",0
"Mondriaan 's "" Evening "" was sombre and cloudy .","[6, 7]",1
Many documents are written on the implicit assumption that the reader is much like the writer in terms of expertise and style of thinking .,"[21, 22]",0
"Take what you want and leave the rest , your mother 'll get rid of it .","[12, 13]",1
The authors were asked to review the current state of the art in their fields with particular reference to the likely requirements of the future policy issues agenda in terms of the demands that they make on geographic information management .,"[17, 18]",0
"In Bristol and West 's forthcoming auctions , a set fee of £375 plus VAT will be charged to everyone entering property to sell , with its usual agent 's commission ( about 2 per cent plus VAT ) charged on top when sales are made .","[45, 46]",1
Not the way you stuff your cake in your mouth like that .,"[6, 7]",0
Leinster will be hard pushed to keep the score within the respectable margins of defeat set by their predecessors .,"[3, 4]",1
"THIS expanded network of popular committees and institutions making up the Unified leadership is infused by tens of thousands of activists who belong to , or identify with , the different factions of the PLO .","[30, 31]",0
Pop into Marks and Spencers they have some amazing shapes in Marks and Spencers that the children will enjoy .,"[2, 3]",0
"In Self-Portrait with Cropped Hair ( 1944 ) ( Fig. 6 ) , she paints herself wearing Rivera 's suit , challenging traditional expectations of femininity and attempting to appropriate his authority ( while simultaneously ) threatening castration ) .","[29, 30]",1
Gary ran a distracted hand through his mop of fair hair .,"[3, 4]",1
"Oh , alright .","[2, 3]",0
"Scots law treats as murder killings with ‘ wicked recklessness ’ , a phrase which directs the court 's attention to the circumstances of the killing .","[15, 16]",1
"The scope was extended in an ‘ enhanced ’ Urban Programme , which included economic and environmental as well as social projects , and was specifically directed at the inner urban areas where the problems were most severe .","[31, 32]",0
Er do do n't you remember us taking Iris and Ian down to see her ?,"[13, 14]",0
"This is particularly so in high technology e.g. design and construction of ships , aircraft , power stations and chemical plant , where the product unit is large and expensive and the variety of required expertise is extensive .","[20, 21]",1
Recently the life habits of the giants have been looked at in a way that disproves most of these traditional notions .,"[9, 10]",1
"Well who 's doing it , tomorrow , what they call it ?","[10, 11]",1
"Labour law will always reflect the balance of power in society , and a fully fledged labour court system will not remove class and fundamental employer-employee differences .","[18, 19]",1
These positions were not held for his own status but to promote the cause of rowing where it needed clout .,"[8, 9]",1
During the Intifada the people have been engaged in building the side walls .,"[9, 10]",1
"SLOSH is able to estimate still water surge by grid cell for various hurricane intensities , angles of approach to the shoreline , forward movement speeds and landfall locations .","[23, 24]",0
For greater communication and sharing of resources between ordinary and specialist provision .,"[8, 9]",0
"She reminded him of pictures of the young Elizabeth Tudor , the same red-gold hair framing a curiously adult face both secretive and self-composed , the same sharp nose and wary eyes .","[13, 14]",1
"Yet given what we have learned about links between the security services and the Loyalist paramilitaries in Northern Ireland , and the deep suspicion about surrogate murders , you ca n't shrug off the shiver Conlon 's words bring .","[22, 23]",1
"These include the highly specialized nature of much of the technical analysis , the limited capacity for checking the accuracy of many of the findings of this kind of research and the consequent need for the development of knowledge-based inference machines for extracting useful information from secondary and often proxy data .","[10, 11]",0
"Mm , mm","[2, 3]",0
"Having lent Hale money to pay her rent she had been angered to discover her spending enormous sums on an haute-couture dress , and refused to turn up to what , in retrospect , became Hale 's farewell party .","[26, 27]",1
One approach would be to draw the line by reference to the degree of probability .,"[12, 13]",1
Shah ( 1983 ) made a comprehensive investigation of natural disaster reports for the period 1974–80 and concluded that both disaster frequency and magnitude ( measured in terms of lives lost ) are increasing .,"[14, 15]",0
"A more general definition of resistance valid for varying cross-sections may be easily arrived at , but it is hardly worth the trouble .","[22, 23]",1
"This did not , however , stop the question of political marginality and the need to reform existing policies from being raised at all , as can be seen subsequently by the attempts after 1981 to introduce both locally and nationally measures which were meant to address some of the grievances of the rioters and to ensure that further disturbances did not occur .","[46, 47]",1
"It was within this kind of environment that chivalry flourished , that young men learned to identify , their vassalage towards their lord as a symbol of their honour , that they debated the relative merits of Roland 's and Oliver 's way of displaying loyalty ; and that they learned the finer points of jousting .","[53, 54]",1
Under the microscope even the bone structure of these dinosaurs looks more like that of living mammals than cold-blooded reptiles .,"[6, 7]",1
Listed building procedures might impede the full commercial realisation of the site when the electricity industry is privatised .,"[6, 7]",1
"In dry parts of the world , such as Australia , forest and bush fires are an important natural hazard and some attention has been given to the ways in which GIS might help examine their potential impacts .","[36, 37]",0
"This means feedback is obtained early in the development process , and the system can grow around the user 's requirements .","[18, 19]",0
"Most animals today do seem to have bodies that accord well with the functions they have to carry out to survive : flyers are aerodynamically efficient , active swimmers have suitable streamlining , herbivorous mammals have teeth appropriate for grinding plant food , and so on .","[39, 40]",0
"In general , the research work of the international groups of scientists , including those involved in the Inter-Governmental Committee and in the UK 's Inter-Agency Committee on Global Environmental Change , has progressively reduced the magnitude of the predicted effects of , for example , global warming .","[26, 27]",0
"He was in luck , and fixed to meet Andy Barton at Brazzo 's where Yeo Davis had a table permanently booked .","[6, 7]",1
"However , perhaps most critical of all in the early stages is social science practice rather than research .","[2, 3]",0
"When we 've got an economic mess , the first duty of a government is to clear up the economic mess .","[16, 17]",1
Thus the Palestinian national movement both inside and outside the occupied territories is an organic whole .,"[14, 15]",1
Very I mean overlap,"[3, 4]",0
"He had memorized it years ago in the Ecalpemos epoch : ‘ The safest way to live is first , inherit money , second , be born without taste for liquor , third , have a legitimate job that keeps you busy , fourth , marry a wife who will cooperate in your sexual peculiarities , fifth , join some big church , sixth , do n't live too long . ’","[9, 10]",0
"The objections would be reduced if awareness of the risk of death was also required : in other words , if the test were the commission of a serious offence of violence plus recklessness as to death .","[4, 5]",1
"‘ It may seem a little odd for prison staff to be looking at their prisoners as customers , but they are the direct consumers of our service , ’ explained Mr Stephen Twinn , prison director , who spent 23 years in the public sector at various grades of prison governor .","[51, 52]",0
The current status of the work of the Mexican painter Frida Kahlo is a dramatic example of this change .,"[2, 3]",1
"The hole in the head , ai n't you ?","[4, 5]",1
"This is the so-called Chinese postman problem , which provides a Hamiltonian circuit through the arcs ( as compared with the travelling salesman problem which is a minimum route through the network nodes ) .","[6, 7]",1
Erm there you go .,"[3, 4]",1
Well I I ca n't think !,"[5, 6]",0
"Yeah , but it was a , it was also a it was a bit of a celebrity , I mean it was people , people were crushed around , bloody hell I mean","[31, 32]",1
"62 Miocene maple seeds , Acer trilobatum .","[5, 6]",0
It took him only seconds to notice the smell .,"[1, 2]",1
"Well , one can use eqn ( 3.1 ) as it is , but very often one is better off by using its integral form that can be obtained by integrating both sides of eqn ( 3.1 ) over a surface formula .","[24, 25]",1
"Behind them , Ol Doinyo Lengai is catching the late afternoon sunlight .","[7, 8]",1
You ai n't likely to pick up Prince Charming in a bar . ’,"[5, 6]",1
